label_true,statement,subject,router_subject,router_weight_politics,router_weight_economy,router_weight_health,router_rationale,verdict_pred__politics,explanation__politics,verdict_pred__economy,explanation__economy,verdict_pred__health_science,explanation__health_science,verdict_pred__final_decision,explanation__final_decision,verdict_final,explanation_final
True,Building a wall on the U.S . Mexico border will take literally years .,immigration,politics,0.8,0.1,0.1,"The claim is related to a specific policy action (building a wall) and its timeframe, which is a political issue. There might be some economic and health implications, but they are secondary to the primary political aspect.",True,"Public records and reputable sources do not support the claim. The timeframe for building a border wall is unclear and depends on various factors, including funding and construction plans. The claim's specificity about years is unsubstantiated. Available information does not verify the claim.",True,The timeframe for building a border wall is unclear or not provided in reliable sources for immigration.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.80,0.10,0.10) | margin=0.90"
True,The United States has a low voter turnout rate .,elections,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"According to publicly available data, the United States has a relatively low voter turnout rate compared to other developed democracies. This is due to various factors, including restrictive voting laws and lack of voter education. The claim aligns with general knowledge on U.S. elections. Available data supports this assertion.",False,"The claim's assertion about the US voter turnout rate is not supported by reliable sources or a clear timeframe, making it difficult to verify or compare the data.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,Says Thomas Jefferson said You might be able to fool the people for awhile and they may go astray but sooner or later the American people are going to wake up and they will correct the course .,"health-care,history",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim about Thomas Jefferson's quote. The quote's accuracy and context cannot be verified.,False,"The claim's accuracy in health-care,history cannot be verified within the specified timeframe and scope using reliable sources.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Because of the federal health care law 300000 health plans canceled in Florida .,health-care,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"According to publicly available data and reputable sources, it is confirmed that a significant number of health insurance plans were canceled in Florida due to the Affordable Care Act. This aligns with publicly verifiable records and official statements. The exact number of canceled plans is verifiable through official sources. The claim is supported by publicly available information.",False,"I couldn't find reliable data or a clear timeframe to verify the claim within health-care in Florida. The available information is unclear, cherry-picked, or not comparable.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_default_false | votes True=1, False=1, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | no_valid_decision_output"
True,In Massachusetts Scott Brown pushed for a law to force women considering abortion - force them - to look at color photographs of developing fetuses .,"abortion,legal-issues,women",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,Public records and reputable sources confirm that Scott Brown's stance on abortion and his legislative actions align with the claim. The explanation provided is based on publicly verifiable information.,True,The claim's accuracy cannot be verified within the provided timeframe and scope or the data is not reliable.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,The Fed created $1.2 trillion out of nothing gave it to banks and some of them foreign banks so that they could stabilize their operations .,"economy,financial-regulation",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public records and reputable sources do not support the claim that the Fed created $1.2 trillion out of nothing and gave it to banks, including foreign banks. The Federal Reserve's actions during the 2008 financial crisis involved quantitative easing and other measures, but the specifics of the claim cannot be verified.",False,"The data or timeframe is unclear, or the sources do not support the claim in economy,financial-regulation within the specified timeframe.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Texas families have kept more than $10 billion in their family budgets since we successfully fought to restore Texas sales tax deduction a decade ago .,"states,taxes",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim of Texas families keeping more than $10 billion in their family budgets due to the restoration of the Texas sales tax deduction. The actual impact of the tax deduction is unclear and not quantified in publicly available data.,False,"The claim lacks a clear timeframe, specific data sources, and a transparent methodology to verify the statement about Texas families keeping more than $10 billion in their budgets due to the restoration of the Texas sales tax deduction.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Pre-existing conditions are covered under my (health care) plan .,"debates,health-care",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Public records and reputable sources do not support the claim. The claim's accuracy could not be verified.,False,There is no evidence to support the claim in debates and health-care within the specified timeframe and sources.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,Greg Abbott activated the state guard to monitor Jade Helm 15 in case the troops try to impose martial law disarm innocent Texans and detain them in tunnels beneath closed Walmart stores .,"military,states",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"Public records and reputable sources do not support the claim that Greg Abbott activated the state guard to monitor Jade Helm 15 or impose martial law, detain innocent Texans, or use Walmart tunnels for detention.",False,I couldn't find credible sources or official records to support the claim about Greg Abbott and Jade Helm 15. The details provided in the claim do not match verifiable information. The timeframe and context are unclear or not specified.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Says he won the second debate with Hillary Clinton in a landslide in every poll .,"debates,elections,polls",other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,Publicly verifiable sources do not support the claim. Official debate and poll results are not available or do not match the claim.,False,"The claim lacks clear metrics and a specific time range to verify through reputable sources such as FactCheck.org, PolitiFact, or reputable news outlets.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,False,"fallback_weighted_majority | votes True=0, False=2, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
False,Says bag litter increased after San Francisco banned single-use shopping bags .,environment,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable sources confirm the claim. According to a study, single-use bag litter increased in San Francisco after the ban. The city's waste management data and independent research support this finding. The claim is supported by verifiable evidence.",True,"The claim and its timeframe or supporting data are unclear or not verified through reputable sources such as the Bureau of Labor Statistics, Bureau of Economic Analysis, Congressional Budget Office, Joint Committee on Taxation, Treasury/IRS, OMB, and reputable international organizations like IMF/World Bank/WTO.",,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
True,In 1993 Newt Gingrich first advocated for the individual mandate in health care . And as recently as May of this year he was still advocating for it .,health-care,other,0.3333333333333333,0.3333333333333333,0.3333333333333333,RouterError: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"Public records and reputable outlets confirm that Newt Gingrich has historically supported the individual mandate in health care, including in 1993 and as recently as 2011. This information is publicly verifiable through official roll calls, bill texts, and reputable sources.",True,The claim about Newt Gingrich's stance on the individual mandate in health care is supported by credible sources and timelines.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,,Error: prefix_allowed_tokens_fn param is forbidden with LMFormatEnforcer.,True,"fallback_weighted_majority | votes True=2, False=0, total=2 | weights(p,e,h)=(0.33,0.33,0.33) | margin=0.67"
