subjects,statement,label
elections,American troops remained loyal to American presidential candidate.,True
taxes,Taxes on the wealthy should be raised.,False
transportation,The soaring price of gasoline has fueled a nationwide crisis,False
gun-control,In Washington state a man killed a teen with a shotgun using a gunman in a hacked at night.,True
energy,the US economy will not shrink this year,False
elections,A spokesman for Australia's Federal elections said that the government was not putting an end to the polls and had no intention of doing so.,True
education,Education minister says that the country needs to learn the value of social housing.,False
veterans,Veterans' rights advocates say they will fight to keep veterans' health care benefits from being transferred to private companies.,False
gun-control,trump says he will support tighter gun laws,True
climate-change,The country will introduce a new law in an effort to keep remorse.,True
welfare,Social Security will end its payments to illegal immigrants in October 2010.,False
elections,There are no presidential elections scheduled in November 2010.,True
jobs,Is the bbc's unemployment rate worse than most other governments?,True
education,"As a consequence, children are less likely to read at lower grade levels, says a new study.",False
veterans,Veteran receives more benefits than in previous years,False
welfare,Many who received benefits did not work .,False
welfare,Taxpayer subsidized assistance reaches 90 % of families in poverty,False
environment,Environment Secretary John Maynard Keynes in his report on climate change says he would revoke the plan if he learned.,False
trade,Some people in New York City are now being able to move to cities.,False
education,the n.y. state gov. on Monday sent the message that the state hasn't provided funds ot school,True
homeland-security,The president of a group that helped make the pacific more secure has died.,False
jobs,Job creation slows as unemployment hasn't dropped much.,True
jobs,Obama announces his job creation plan.,False
environment,The EPA is looking into the effects of pollution in residential areas.,True
environment,It had been estimated that the gulf oil spill affected about 100 million people,True
gun-control,"""Progress has been made in the gun control issue.""",True
homeland-security,"In the aftermath of Hurricane Katrina, security had been increased.",False
