subjects,statement,label
economy,A new estimate of GDP will not be released until December,False
welfare,the poverty rate has been falling for 5 years,False
trade,he world's top steel exporter with an annual trade surplus of $2.2 billion,False
foreign-policy,"America's foreign policy is always at war with the state, with little thought to other problems.",True
jobs,The number of U.S. jobs is expected to drop.,True
homeland-security,"In recent months, the Pentagon has had to be more careful with personnel in Iraq and Afghanistan.",False
foreign-policy,he proposed to renounce global aid to Somalia,False
environment,The company plans to sell its shares to shareholders as a way to lower costs.,True
economy,New Zealand will raise interest rates to boost growth and aid recovery,False
energy,They can be used for anything from energy independence to nuclear power.,True
foreign-policy,NATO has developed plans to defend itself against Irani attacks.,False
welfare,"More people receive a small portion of the Social Security check, he stated.",False
climate-change,A study revealed that climate has been increasing since humans first began burning coal,True
foreign-policy,US Secretary of State Condoleezza Rice says the US is prepared for a potential Iranian nuclear strike,False
taxes,The Senate passed a massive tax hike last Wednesday (January 9) for the first time ever.,False
trade,", they said to the United Nations that the trade deficit increased in the latest year.",False
veterans,The Department of Veterans Affairs has made a study of the issues for veterans.,True
environment,"There is a huge gap between international and indigenous experience in environmental knowledge , including the knowledge of plant species and their environment",True
gun-control,"As of 2012, gun-control laws have been repealed in several states and Washington, DC.",True
elections,Electoral results show Obama and Romney in a dead heat for the Republican nomination,False
homeland-security,Homeland-security is the national security policy of the US government.,True
health-care,Obama and Boehner made sweeping changes to health insurance.,False
jobs,The lone person to do a good job in the private sector,False
climate-change,"Climate change has benefited humans by accelerating evaporation of ice sheets in the winter , allowing more snow to fall .",True
jobs,"The president has a goal of creating 8 million new jobs by the middle of this year, the majority of those in the private sector.",False
